Node(5, 11, 8, 1)
Node(4, 10,Node(5, 11, 8, 1)
Node(4, 10, 8, 1)
Node(3, 5, 8, 1)
Node(2, 6, 8, 1)
Node(1, 7, 8, 1)
motor throttle setted to 100
motor throttle setted to 0
motor throttle setted to 20
motor throttle setted to 0
force scale loaded
torque scale loaded
motor throttle setted to 0
44.00,-2.44
44.17,-0.71
42.73,0.67
41.52,1.82
44.57,2.64
43.90,3.35
41.93,3.92
43.13,4.41
42.27,4.80
40.66,5.10
43.42,5.26
43.09,5.42
43.18,5.59
44.38,5.74
41.74,5.89
41.33,5.95
43.28,5.97
43.61,5.98
44.36,6.06
44.33,6.13
42.22,6.18
42.99,6.13
43.66,6.09
42.65,6.12
43.06,6.17
43.59,6.18
43.16,6.19
43.52,6.15
42.25,6.14
42.05,6.18
43.13,6.21
43.64,6.21
44.57,6.22
43.40,6.16
41.52,6.16
41.38,6.20
42.51,6.23
44.00,6.23
42.41,6.23
42.99,6.21
42.89,6.23
42.29,6.24
45.37,6.19
44.48,6.16
43.04,6.18
44.74,6.17
43.59,6.20
44.36,6.20
46.59,6.19
45.75,6.17
46.26,6.20
47.70,6.21
45.75,6.20
45.20,6.13
43.95,6.12
43.06,6.20
45.61,6.22
47.31,6.17
45.70,6.15
45.54,6.10
43.18,6.13
43.81,6.21
46.54,6.23
47.00,6.17
45.42,6.14
44.43,6.14
44.33,6.15
45.82,6.21
46.90,6.21
45.66,6.16
45.10,6.11
45.58,6.09
45.54,6.07
43.16,6.11
46.28,6.09
46.40,6.10
47.12,6.08
48.61,6.08
45.37,6.11
43.85,6.17
45.32,6.13
44.50,6.15
46.52,6.10
46.64,6.10
44.50,6.14
45.68,6.20
46.26,6.17
46.45,6.19
47.96,6.13
45.63,6.13
45.87,6.15
46.16,6.19
45.49,6.19
45.22,6.17
44.45,6.14
45.49,6.24
47.77,6.23
47.60,6.18
46.64,6.16
45.15,6.14
43.93,6.11
44.77,6.17
45.75,6.17
46.23,6.16
46.06,6.19
48.20,6.18
47.12,6.16
45.99,6.17
47.36,6.19
45.97,6.18
47.24,6.14
49.09,6.13
47.05,6.19
47.91,6.19
46.57,6.24
44.60,6.22
46.71,6.19
47.46,6.13
47.99,6.16
motor throttle setted to 0
