125,-18.15,1501,-18.15
125,-14.8,1127,-17.07
125,-21.5,1641,-21.5
125,-21.99,1607,-17.07
125,-17.04,1290,-17.04
125,-17.07,1102,-17.07
125,-23.1,-4242117,-19.2
125,-15.82,1232,-15.82
125,-12.79,1309,-18.64
125,-19.2,1398,-19.2
125,-20.16,1495,-18.64
125,-12.82,1142,-14.42
125,-18.64,1366,-18.64
125,-23.51,1453,-18.82
125,-14.42,1198,-15.79
125,-11.77,1365,-16.28
125,-21.58,1449,-18.82
125,-18.82,1379,-16.28
125,-15.79,1401,-16.28
125,-16.28,1324,-17.13
125,-21.35,1411,-17.13
125,-13.55,1178,-13.55
125,-17.13,1325,-13.11
125,-18.44,1318,-13.11
137,-13.11,1138,-13.11
137,-1.72,1185,-17.13
137,-12.35,978,-22.6
137,-17.13,538,-22.95
137,-22.6,422,-24.41
137,-24.41,218,-25.9
137,-22.95,-17,-26.1
137,-25.9,-77,-26.89
137,-26.89,-102,-27.53
137,-29.74,-289,-27.53
137,-26.1,-318,-26.94
137,-28.75,-236,-27.53
137,-27.53,-311,-26.94
137,-26.54,-353,-26.92
137,-26.94,-239,-26.94
137,-30,-4194636,-27.47
137,-26.92,-266,-27.47
137,-26.04,-350,-27.91
137,-27.47,-307,-28.34
137,-28.87,-287,-28.34
137,-28.63,-395,-27.91
137,-27.91,-414,-27.91
137,-28.34,-297,-28.02
137,-27.15,-370,-27.64
137,-23.86,-429,-28.02
137,-28.02,-242,-28.02
137,-28.08,-346,-28.08
137,-27.64,-352,-27.64
137,-29.16,-372,-27.09
137,-25.92,-274,-27.09
137,-30.76,-357,-28.05
137,-26.65,-218,-28.05
137,-27.09,-325,-28.08
137,-28.43,-276,-28.28
137,-28.05,-350,-28.08
137,-28.08,-352,-28.28
137,-28.69,-326,-28.28
137,-28.28,-309,-27.53
137,-27.53,-316,-27.5
137,-30.29,-235,-27.21
137,-27.5,-352,-27.21
137,-24.58,-312,-27.21
137,-24.76,-315,-27.53
137,-27.21,-257,-28.2
137,-28.26,-333,-28.26
137,-27.53,-280,-28.2
137,-28.37,-321,-28.2
137,-28.2,-398,-28.2
137,-28.26,-435,-27.15
137,-27.15,-304,-26.92
137,-26.48,-377,-26.48
137,-29.07,-461,-25.9
137,-26.92,-361,-25.9
137,-25.9,-366,-25.9
137,-25.4,-306,-31.98
143,1059.45,-757,-32.48
143,-31.98,-944,-33.5
143,-33.5,-1101,-35.39
143,-32.48,-1230,-35.39
143,-35.65,-1168,-35.39
143,-36,-1316,-34.93
143,-35.39,-1293,-34.93
143,-34.49,-1364,-34.93
143,-33.67,-1453,-36.03
143,-34.93,-1414,-36.85
143,-37.66,-1351,-37.66
143,-36.03,-1294,-37.29
143,-36.85,-1342,-37.93
143,-39.56,-1379,-37.93
143,-38.19,-1338,-37.4
143,-37.29,-1390,-37.29
143,-37.93,-1430,-37.4
143,-34.93,-1479,-36.99
143,-37.4,-1306,-37.4
143,-36.59,-1341,-37.17
143,-38.57,-1316,-37.17
143,-36.99,-1293,-37.08
143,-38.39,-1336,-37.17
143,-37.17,-1390,-37.08
143,-34.66,-1375,-36.96
143,-37.08,-1385,-36.96
143,-38.71,-1326,-36.96
143,-35.22,-1399,-36.64
143,-36.96,-1305,-36.64
143,-36.27,-1397,-36.64
143,-37.05,-1365,-36.64
143,-36.64,-1436,-36.64
143,-35.33,-1369,-36.79
143,-37.17,-1360,-36.79
143,-35.68,-1400,-36.79
143,-36.79,-1269,-36.79
143,-37.58,-1334,-37.58
143,-34.14,-1475,-36.38
143,-39.35,-1423,-36.38
143,-36.38,-1347,-36.38
143,-38.3,-1308,-36.35
143,-36.35,-1329,-36.09
143,-35.3,-1411,-36.09
143,-36.53,-1330,-36.53
143,-36.06,-1383,-39.24
150,-36.09,-1807,-42.79
150,-39.24,-2150,-43.52
150,-43.52,-2467,-44.86
150,-42.79,-2597,-46.64
150,-47.39,-2688,-46.64
150,-44.86,-2618,-46.64
150,-46.64,-2695,-47.19
150,-47.19,-2777,-47.19
150,-44.8,-2835,-44.89
150,-47.19,-2669,-47.19
150,-48.33,-2729,-47.1
150,-44.54,-2730,-45.7
150,-44.89,-2730,-47.1
150,-47.92,-2745,-47.1
150,-47.1,-2826,-45.82
150,-45.7,-2704,-45.82
150,-49.93,-2674,-45.82
150,-44.71,-2675,-45.82
150,-45.82,-2697,-46.2
150,-47.16,-2776,-46.43
150,-45.06,-2811,-46.43
150,-46.43,-2731,-47.63
150,-46.2,-2764,-47.63
150,-48.5,-2684,-47.63
150,-47.63,-2676,-46.99
150,-48.85,-2579,-46.99
150,-45.56,-2764,-46.78
150,-46.99,-2662,-46.99
150,-46.78,-2670,-46.78
150,-48.21,-2643,-44.77
150,-44.77,-2759,-44.77
150,-47.36,-2733,-45.7
150,-44.74,-2520,-44.74
150,-43.29,-2839,-44.92
150,-47.89,-2644,-45.7
150,-45.7,-2588,-45.7
150,-44.45,-2762,-46.05
150,-44.92,-2589,-46.05
150,-46.05,-2625,-46.26
150,-46.26,-2571,-46.69
150,-46.69,-2688,-47.63
150,-45.73,-2691,-48.7
150,-47.63,-2794,-53.54
156,-48.7,-3075,-57.91
156,-53.54,-3553,-57.91
156,-57.91,-3824,-59.19
156,-60.03,-3922,-59.54
156,-60.06,-3755,-59.19
156,-57.06,-4009,-59.19
156,-59.19,-3998,-59.34
156,-59.54,-3999,-59.34
156,-58.35,-3948,-59.02
156,-61.67,-4003,-59.34
156,-59.34,-3949,-59.34
156,-59.02,-3913,-60.27
156,-58.75,-4006,-60.27
156,-63.01,-3853,-60.27
156,-60.27,-4012,-60.27
156,-63.15,-3861,-59.36
156,-58.35,-3965,-59.36
156,-59.36,-3925,-61.43
156,-64.14,-4009,-61.43
156,-58.55,-3899,-61.43
156,-61.43,-4083,-61.43
156,-61.7,-3980,-61.7
156,-60.18,-4178,-60.59
156,-61.7,-3950,-61.7
156,-60.06,-4007,-61.81
156,-61.81,-4050,-62.74
156,-60.59,-3848,-62.74
156,-62.74,-4001,-63.15
156,-63.76,-3937,-63.73
156,-63.15,-3968,-63.73
156,-61.29,-3915,-64.7
156,-64.81,-4035,-64.81
156,-63.73,-3928,-65.34
156,-66.73,-4063,-65.34
156,-64.7,-3915,-64.7
156,-65.34,-3831,-65.34
156,-66.88,-4048,-66.88
156,-63.71,-3996,-69.06
162,-62.66,-4580,-71.25
162,-69.06,-4983,-71.8
162,-71.25,-5258,-74.16
162,-71.8,-5265,-74.16
162,-74.16,-5443,-74.45
162,-77.42,-5397,-74.8
162,-74.16,-5326,-74.8
162,-74.8,-5332,-75.47
162,-74.45,-5374,-75.47
162,-75.82,-5371,-75.62
162,-75.47,-5491,-75.62
162,-79.64,-5386,-76.29
162,-75.07,-5405,-75.62
162,-75.62,-5430,-76.29
162,-76.29,-5416,-77.02
162,-77.02,-5314,-78.91
162,-75.27,-5324,-78.94
162,-78.94,-5353,-78.94
162,-78.91,-5128,-78.91
162,-79.78,-5370,-78.79
162,-79.03,-5352,-77.63
