212,98.48,18.45
212,101.58,19.16
212,105.87,19.11
212,105.17,19.18
212,102.67,19.06
212,105.85,19.17
212,100.86,19.02
212,100.08,19.20
212,105.75,18.99
212,102.70,19.18
212,105.77,19.53
212,106.77,19.29
212,106.89,19.67
212,105.87,19.39
212,105.51,19.59
212,107.54,19.58
212,103.55,19.33
212,108.68,19.61
212,105.22,19.32
212,108.87,19.49
212,106.77,19.53
212,108.56,19.74
212,107.08,19.37
212,108.44,19.54
212,68242.17,19.59
212,108.03,19.62
212,104.35,19.85
212,102.82,19.98
212,104.93,19.60
212,105.27,19.74
212,104.66,19.68
212,102.77,19.82
212,103.42,19.75
212,101.85,19.48
212,107.11,19.51
212,103.72,19.45
212,107.49,19.49
212,104.68,19.77
212,100.62,19.82
212,100.91,19.68
212,106.26,19.50
212,103.89,19.85
212,68242.43,19.54
212,104.66,19.97
212,105.48,19.71
212,104.98,19.84
212,109.04,19.61
212,104.13,19.82
212,108.73,19.68
212,106.67,20.06
206,103.93,18.59
206,96.09,17.95
206,93.20,17.90
206,89.84,18.04
206,90.49,18.17
206,90.83,-4745.28
206,92.38,18.33
206,95.99,18.26
206,92.16,18.18
206,89.64,18.12
206,89.98,18.11
206,91.56,17.86
206,86.54,18.09
206,90.81,17.69
206,92.77,18.23
206,95.00,18.01
206,93.03,17.76
206,89.84,17.50
206,87.90,17.91
206,88.77,17.83
206,90.59,18.12
206,91.94,17.66
206,89.91,17.74
206,93.06,17.85
206,94.71,18.11
206,94.27,17.85
206,95.77,17.74
206,93.03,17.61
206,92.96,17.66
206,93.32,17.43
206,87.49,17.54
206,93.57,17.49
200,89.35,16.34
200,84.24,16.44
200,88.65,15.98
200,86.25,15.95
200,82.84,16.19
200,85.50,15.93
200,80.46,16.15
200,81.07,15.95
200,83.93,15.96
200,85.65,15.91
200,86.16,16.06
200,89.86,15.74
200,84.97,15.93
200,87.66,15.76
200,88.31,15.67
200,84.19,15.27
200,83.98,15.83
200,87.73,15.42
200,84.10,15.65
200,88.31,15.56
200,85.79,15.50
200,84.51,15.46
200,83.95,15.50
200,83.78,15.52
200,83.90,15.61
200,87.00,15.36
200,82.96,15.63
200,87.00,15.60
200,85.21,15.54
193,87.54,14.60
193,79.35,13.92
193,74.14,14.15
193,74.96,13.99
193,71.96,14.07
193,74.77,13.97
193,74.87,13.87
193,77.17,13.95
193,72.76,13.90
193,76.47,13.94
193,72.54,14.14
193,71.65,13.92
193,73.20,14.02
193,72.03,-4768.14
193,73.10,14.02
193,72.74,13.82
193,74.07,14.07
193,70.24,14.05
193,72.93,14.13
193,73.68,14.15
193,71.26,14.28
193,71.40,13.96
193,71.31,14.33
181,67.00,12.17
181,56.75,11.24
181,51.32,10.81
181,53.55,10.96
181,49.02,10.86
181,48.08,10.67
181,50.72,10.78
181,48.64,10.34
181,47.93,10.50
181,47.76,10.64
181,44.79,10.58
181,45.75,10.66
181,46.63,10.49
181,46.21,10.36
181,45.90,10.41
181,46.41,10.38
181,46.60,10.52
181,46.87,10.45
181,44.71,10.61
181,44.91,10.39
181,45.49,10.41
181,45.37,10.29
181,43.36,10.64
181,42.19,10.64
181,42.19,10.59
181,42.24,10.53
181,42.00,10.52
181,43.02,10.42
181,45.32,10.70
181,43.45,10.56
181,42.77,10.38
181,42.17,10.54
181,42.75,10.61
181,44.86,10.53
181,44.06,10.34
181,43.02,10.51
181,44.20,10.33
181,44.03,10.38
181,45.03,10.38
181,46.36,10.52
181,47.59,10.58
181,45.78,10.29
181,47.72,10.35
181,46.48,10.42
181,44.16,10.24
181,45.39,10.36
181,47.57,10.18
181,45.54,10.25
181,43.40,10.44
181,45.71,10.31
181,48.68,10.41
181,43.96,10.38
181,47.04,10.43
181,45.29,10.38
181,47.45,10.46
181,49.34,10.28
181,47.74,10.43
181,46.19,10.60
181,47.55,10.62
181,45.00,10.42
181,48.35,10.56
181,50.89,10.45
175,48.15,9.52
175,40.81,9.19
175,39.65,9.14
175,38.95,8.84
175,37.47,9.34
175,38.41,9.21
175,39.92,9.17
175,39.36,9.12
175,38.58,8.88
175,37.42,8.90
175,37.57,9.09
175,38.00,8.89
175,39.70,8.84
175,38.37,9.05
175,40.81,8.89
175,42.00,9.07
175,36.38,9.04
175,41.03,9.01
175,39.34,8.96
175,38.00,9.01
175,37.71,9.04
175,36.89,8.84
175,35.36,9.01
175,37.45,8.85
175,35.12,8.99
175,35.94,8.91
175,33.93,8.89
175,35.24,9.08
168,33.40,8.23
168,29.53,7.66
168,21.17,7.52
168,18.14,7.22
168,19.98,7.24
168,22.86,7.30
168,21.34,7.33
168,22.74,7.19
168,24.61,7.31
168,19.52,7.34
168,21.97,7.33
168,20.78,7.56
168,20.54,7.29
168,19.52,7.20
168,17.32,7.17
168,17.54,7.10
168,16.01,7.09
168,16.57,7.07
168,16.71,7.13
168,16.20,6.90
168,16.33,6.92
